player_name,position,team,projected_points,source_count,sigma_cross,adp,adp_local,adp_global,ecr,floor_points,ceiling_points
Cincinnati Bengals,DEF,CIN,95.0,3,10.805190110929715,241.2,241.2,241.2,371.0,,
Isiah Pacheco,RB,DET,94.9,4,29.09842607427419,160.0,186.2,160.0,158.0,72.0,219.7
Evan Engram,TE,DEN,94.8,3,23.210752536988828,266.0,,266.0,248.0,,
Tory Horton,WR,SEA,94.735,2,3.867874093090414,228.7,228.7,228.7,268.0,,
Cooper Kupp,WR,SEA,94.4,3,20.480430496777483,166.0,220.6,166.0,217.0,,
Washington Commanders,DEF,WAS,94.31,3,17.052234457689117,345.0,,345.0,401.0,,
Tyreek Hill,WR,,93.7,1,,211.0,211.0,211.0,,,
Brian Robinson,RB,ATL,93.03999999999999,4,15.174263298976545,154.5,155.6,154.5,171.0,85.3,212.7
Riley Patterson,K,MIA,92.5,2,44.54772721475249,267.0,267.0,267.0,,,
Dallas Cowboys,DEF,DAL,91.56,3,15.391270252971324,168.7,200.6,168.7,331.0,,
Xavier Legette,WR,CAR,91.4,3,15.391270252971328,410.0,,410.0,277.0,,
Samaje Perine,RB,CIN,91.065,4,16.67061961455942,171.1,,171.1,263.0,73.1,167.7
Colby Parkinson,TE,LAR,90.51,3,11.11058204295947,170.0,251.4,170.0,262.0,,
Pat Bryant,WR,DEN,90.5,4,22.00236578188809,166.1,227.2,166.1,180.0,109.4,258.5
Miami Dolphins,DEF,MIA,90.39,3,21.42904648679762,299.0,299.0,299.0,404.0,,
Arizona Cardinals,DEF,ARI,90.17,3,18.787397371642513,273.0,273.0,273.0,455.0,,
Michael Mayer,TE,LV,90.01,3,10.94358411734169,331.5,,331.5,322.0,,
Las Vegas Raiders,DEF,LV,89.67,3,21.577757838416236,279.3,279.3,279.3,409.0,,
Jahan Dotson,WR,ATL,87.8,3,11.1825816935685,328.0,,328.0,324.0,,
Isaac TeSlaa,WR,DET,87.1,3,4.850323013298532,173.4,225.9,173.4,222.0,,
MarShawn Lloyd,RB,GB,86.6,4,26.234092322777247,137.9,173.9,137.9,164.0,84.5,269.2
Carolina Panthers,DEF,CAR,86.32,3,13.1694393705022,238.4,238.4,238.4,362.0,,
New York Jets,DEF,NYJ,85.03,3,17.618275549364455,282.2,282.2,282.2,419.0,,
Andre Szmyt,K,CLE,84.0,1,,342.0,342.0,342.0,,,
Braelon Allen,RB,NYJ,83.735,4,21.580721914091132,164.4,204.5,164.4,167.0,67.5,213.2
Andrei Iosivas,WR,CIN,83.7,3,5.972168785290649,318.5,,318.5,312.0,,
Jalen Tolbert,WR,MIA,83.6,3,31.514441134184814,337.0,,337.0,329.0,,
Ted Hurst,WR,TB,82.69,3,20.13682447656532,168.7,239.6,168.7,254.0,,
Hollywood Brown,WR,PHI,81.13,1,,,,,296.0,,
Malachi Fields,WR,NYG,80.5,3,18.764757747792363,170.3,219.7,170.3,243.0,,
DeMario Douglas,WR,NE,80.4,3,4.930327913367767,329.0,,329.0,318.0,,
Darnell Washington,TE,PIT,80.3,3,5.514828495368948,312.0,,312.0,319.0,,
Zachariah Branch,WR,ATL,80.28,3,9.80347557416926,171.6,195.6,171.6,236.0,,
Tyquan Thornton,WR,KC,79.7,3,15.220420493534332,307.5,,307.5,271.0,,
Chimere Dike,WR,TEN,79.19,3,12.201517665164996,169.8,229.4,169.8,255.0,,
Brandon Aiyuk,WR,SF,78.65,2,41.08290398693841,251.4,251.4,251.4,,,
Dontayvion Wicks,WR,PHI,78.3,3,16.534848048893583,169.1,,169.1,173.0,,
Cole Kmet,TE,CHI,77.9,3,6.963514438366114,395.0,,395.0,333.0,,
Jack Bech,WR,LV,77.9,3,8.058585483817867,175.0,238.2,175.0,247.0,,
Ty Johnson,RB,BUF,77.75,4,16.17875458742112,360.0,,360.0,261.0,69.9,152.2
Dominic Zvada,K,NYG,76.71,3,40.564574446183954,355.3,355.3,355.3,497.0,133.9,166.3
Dawson Knox,TE,BUF,76.4,3,12.782046002107801,335.0,,335.0,348.0,,
Darius Slayton,WR,NYG,76.3,3,14.566936305666104,330.5,,330.5,272.0,,
Theo Johnson,TE,NYG,76.2,3,1.0066445913694335,232.2,232.2,232.2,282.0,,
Antonio Williams,WR,WAS,75.2,3,22.105477450924543,171.1,235.4,171.1,239.0,,
Keon Coleman,WR,BUF,74.63,3,13.514262835981842,166.6,234.8,166.6,249.0,,
Tank Bigsby,RB,PHI,73.685,4,13.797918623232032,152.9,178.2,152.9,159.0,57.3,210.0
Malik Benson,WR,LV,72.08,2,16.235171696043132,,,,363.0,,
Darnell Mooney,WR,NYG,71.5,3,5.083633870897212,249.2,249.2,249.2,220.0,,
Jonnu Smith,TE,GB,71.2,3,34.057647207834734,325.0,,325.0,451.0,,
David Njoku,TE,LAC,70.2,3,25.738337812169092,168.5,207.7,168.5,250.0,,
Cyrus Allen,WR,KC,69.4,3,20.947633120076677,158.7,174.5,158.7,265.0,,
Tank Dell,WR,HOU,68.9,3,35.063354089419335,165.1,177.9,165.1,214.0,,
Najee Harris,RB,NYG,66.9,4,22.280275843594637,170.1,216.2,170.1,258.0,58.3,222.4
Marvin Mims,WR,DEN,66.83,3,4.142901559696216,171.1,219.5,171.1,280.0,,
Troy Franklin,WR,DEN,66.1,3,25.70273980207817,241.8,241.8,241.8,224.0,,
KaVontae Turpin,WR,DAL,63.55,3,7.800480754415077,253.0,,253.0,376.0,,
Charlie Smyth,K,NO,63.5,3,59.729250232472644,269.0,269.0,269.0,313.0,,
Emmett Johnson,RB,KC,63.35,4,19.38748049644409,161.8,208.7,161.8,181.0,63.6,219.2
Will Kacmarek,TE,MIA,61.69,2,0.12727922061357835,,,,462.0,,
Elijah Arroyo,TE,SEA,61.5,3,12.033791311691148,393.0,,393.0,326.0,,
Noah Fant,TE,NO,61.2,3,14.820395856161648,304.0,,304.0,383.0,,
Kendrick Bourne,WR,ARI,59.8,3,13.776908216287138,330.5,,330.5,343.0,,
James Conner,RB,ARI,59.675,4,14.769922985581204,170.0,233.0,170.0,213.0,60.9,174.0
Kimani Vidal,RB,LAC,59.495000000000005,4,11.891258343842335,168.7,237.8,168.7,195.0,60.5,177.6
Noah Gray,TE,KC,59.1,3,4.990323970779186,377.0,,377.0,350.0,,
Jaydon Blue,RB,DAL,58.45,4,14.104335917251356,167.6,228.0,167.6,223.0,69.9,234.6
Jonah Coleman,RB,DEN,58.3,4,15.616210327733167,150.2,170.6,150.2,148.0,74.7,248.6
Joe Royer,TE,CLE,57.8,1,,683.0,683.0,683.0,,,
Elic Ayomanor,WR,TEN,56.7,3,15.0637744274136,241.5,241.5,241.5,260.0,,
Mack Hollins,WR,NE,56.5,3,0.6379916404885989,394.0,,394.0,300.0,,
Charlie Kolar,TE,LAC,55.41,3,11.456615265135396,279.5,,279.5,327.0,,
Ray Davis,RB,BUF,54.75,4,14.558464891601723,166.6,223.5,166.6,187.0,33.9,171.8
LeQuint Allen,RB,JAX,53.900000000000006,4,10.986426094655775,387.0,,387.0,264.0,64.6,161.5
Jack Endries,TE,CIN,53.3,1,,,,,,,
Jordan James,RB,SF,53.150000000000006,4,14.589159217263575,169.5,,169.5,266.0,38.4,176.9
Kyle Juszczyk,RB,SF,52.825,2,2.5809397513308974,,,,384.0,,
Kaelon Black,RB,SF,52.65,4,24.409129951720935,161.2,214.0,161.2,244.0,56.6,204.4
Emanuel Wilson,RB,SEA,52.635000000000005,4,14.321821055066053,250.3,250.3,250.3,234.0,43.4,160.0
Christian Kirk,WR,SF,52.4,3,20.691476506039873,241.7,241.7,241.7,275.0,,
Olamide Zaccheaus,WR,ATL,52.0,3,21.9371556953038,374.0,,374.0,340.0,,
Christopher Brooks,RB,GB,52.0,1,,619.0,,619.0,,46.8,148.2
Isaiah Davis,RB,NYJ,51.94,4,16.7702196368046,437.0,,437.0,257.0,67.9,173.4
Jaylen Wright,RB,MIA,50.15,4,3.138083279115878,172.2,247.9,172.2,242.0,40.8,171.8
Eli Stowers,TE,PHI,49.57,3,24.50974568071512,238.9,238.9,238.9,290.0,,
John Metchie,WR,CAR,48.8,1,,,,,,,
Sean Tucker,RB,TB,48.5,4,14.626107650362757,170.1,243.9,170.1,202.0,54.0,192.3
Marquise Brown,WR,PHI,48.3,2,27.152900397563425,166.0,,166.0,,,
Greg Dortch,WR,DET,48.1,3,23.0929166629077,273.0,,273.0,430.0,,
Elijah Sarratt,WR,BAL,47.7,3,13.930632912159206,229.2,229.2,229.2,274.0,,
Malik Davis,RB,DAL,47.17,4,17.908556614088138,382.25,,382.25,278.0,54.9,219.6
Kirk Cousins,QB,LV,47.02,3,37.79614971572281,236.0,,236.0,284.0,,
Isaiah Bond,WR,CLE,46.765,2,22.676914472652577,,,,302.0,,
Kalif Raymond,WR,CHI,46.39,3,12.115322254621761,279.0,,279.0,375.0,,
Zavion Thomas,WR,CHI,46.040000000000006,2,15.782623356083741,,,,380.0,,
Devontez Walker,WR,BAL,46.004999999999995,2,22.775909422018696,,,,397.0,,
Xavier Hutchinson,WR,HOU,45.3,3,23.808847095145115,303.0,,303.0,330.0,,
Ben Sauls,K,NYG,44.75,2,19.445436482630058,369.0,369.0,369.0,408.0,,
Treylon Burks,WR,WAS,44.74,3,14.411426022430955,313.0,,313.0,356.0,,
Eli Raridon,TE,NE,44.5,3,7.28228672876865,327.0,,327.0,335.0,,
Jake Tonges,TE,SF,44.24,3,15.955956045732052,171.5,241.4,171.5,310.0,,
Josh Oliver,TE,MIN,44.2,3,10.455339943461109,273.0,,273.0,467.0,,
Erick All Jr.,TE,CIN,43.004999999999995,2,36.35235962080041,271.0,,271.0,334.0,,
Nicholas Singleton,RB,TEN,42.7,4,25.2080853431328,169.1,209.3,169.1,208.0,56.5,224.0
Chris Brooks,RB,GB,42.14,3,10.928793773026067,301.0,,301.0,273.0,,
Luke Musgrave,TE,GB,42.025000000000006,2,2.0152543263816614,,,,400.0,,
Elijah Higgins,TE,ARI,41.9,3,2.3613626009855713,254.0,,254.0,422.0,,
Joshua Palmer,WR,BUF,41.6,3,19.368934749576017,322.0,,322.0,352.0,,
Tyler Higbee,TE,LAR,40.7,3,19.085767821424774,320.5,,320.5,336.0,,
John Michael Gyllenborg,TE,KC,40.4,1,,611.2,611.2,611.2,,,
Daniel Bellinger,TE,TEN,40.1,3,9.584430082169726,296.0,,296.0,426.0,,
Ja'Tavion Sanders,TE,CAR,39.8,3,10.920567750808564,338.5,,338.5,357.0,,
Bryce Lance,WR,NO,39.46,3,1.8975071365698002,296.0,,296.0,328.0,,
Carson Beck,QB,ARI,39.07,2,22.41528496361356,,,,332.0,,
Justin Joly,TE,DEN,38.51,2,27.563022330651624,,,,367.0,,
Tutu Atwell,WR,LAR,38.4,3,22.47593602055318,360.0,,360.0,388.0,,
Emari Demercado,RB,KC,38.3,3,25.88435112830401,288.0,,288.0,295.0,,
Max Klare,TE,LAR,38.21,2,25.30028063085467,248.8,248.8,248.8,351.0,,
Demarcus Robinson,WR,SF,38.1,3,20.668082478385198,266.0,,266.0,395.0,,
Jerome Ford,RB,WAS,38.0,1,,,,,315.0,,
Jaylin Lane,WR,WAS,37.7,3,7.895728803177915,,,,396.0,,
Seth McGowan,RB,IND,37.349999999999994,4,12.235417170384235,497.0,,497.0,287.0,43.1,173.3
Marlin Klein,TE,HOU,36.93,2,10.507606768432096,,,,443.0,,
Ollie Gordon,RB,MIA,36.255,4,8.369589296972702,455.75,,455.75,256.0,37.5,168.5
Kyle Williams,WR,NE,35.4,3,10.229134860778796,222.1,222.1,222.1,292.0,,
Colbie Young,WR,CIN,35.235,2,5.989194436650057,,,,381.0,,
Frank Gore Jr.,RB,BUF,35.1,1,,,,,494.0,,
Michael Trigg,TE,DAL,33.8,1,,249.7,249.7,249.7,,,
Kaytron Allen,RB,WAS,33.69,4,22.57054348777037,172.1,239.1,172.1,230.0,55.6,206.2
George Holani,RB,SEA,33.615,4,27.09862035233528,167.7,,167.7,240.0,66.1,189.3
Austin Hooper,TE,ATL,33.2,3,12.87706100008849,430.0,430.0,430.0,423.0,,
Cade Stover,TE,HOU,33.11,3,3.4384153326787046,,,,479.0,,
DJ Giddens,RB,IND,32.92,2,4.12950360212944,,,,286.0,,
Drew Sample,TE,CIN,32.730000000000004,2,1.598061325481596,,,,495.0,,
Savion Williams,WR,GB,32.0,3,16.565551605666503,285.0,,285.0,373.0,,
Devin Neal,RB,NO,31.9,3,15.349999999999998,171.5,211.9,171.5,285.0,,
Matt Hibner,TE,BAL,31.8,1,,,,,,,
Tommy Tremble,TE,CAR,31.8,3,15.294797590466288,258.0,,258.0,407.0,,
John Bates,TE,WAS,31.8,3,11.763915164604002,,,,421.0,,
Kevin Coleman,WR,MIA,31.74,2,0.933380951166243,,,,377.0,,
Lance Mason,TE,PIT,31.6,1,,589.2,589.2,589.2,,,
Miles Kitselman,TE,,31.6,1,,419.0,419.0,419.0,,,
Jaren Kanak,TE,TEN,31.6,1,,530.2,530.2,530.2,,,
Luke Schoonmaker,TE,DAL,31.4,3,0.24248711305964174,,,,512.0,,
Adam Trautman,TE,DEN,31.4,3,10.712050846282112,682.8,682.8,682.8,496.0,,
Jackson Hawes,TE,BUF,31.27,2,0.8909545442950485,613.5,613.5,613.5,487.0,,
Jordan Whittington,WR,LAR,31.21,3,5.199041578342429,267.0,,267.0,413.0,,
J'Mari Taylor,RB,JAX,30.7,1,,,,,,,
Zach Ertz,TE,,30.6,2,8.626702730475882,,,,469.0,,
Taylen Green,QB,CLE,30.3,1,,,,,,,
Aaron Anderson,WR,,30.2,1,,674.9,674.9,674.9,,,
Adam Randall,RB,BAL,30.1,3,24.212138140472707,302.5,,302.5,297.0,,
Eric McAlister,WR,,30.1,1,,,,,,,
Josh Cameron,WR,JAX,29.8,2,42.143564158718235,,,,514.0,,
Luke McCaffrey,WR,WAS,29.6,2,28.708535316173826,,,,344.0,,
Nick Westbrook-Ikhine,WR,IND,29.5,3,8.024078347905968,324.0,,324.0,391.0,,
Eric Rivers,WR,TB,29.4,1,,596.6,596.6,596.6,,,
Brevyn Spann-Ford,TE,DAL,29.4,1,,,,,,,
Isaiah Williams,WR,NYJ,29.35,2,2.7577164466275366,,,,445.0,,
Konata Mumpfield,WR,LAR,29.18,3,8.262332196984902,251.0,,251.0,338.0,,
Ben Sinnott,TE,WAS,29.175,2,2.3688077169749353,,,,418.0,,
Brandin Cooks,WR,,28.8,1,,,,,,,
Skyler Bell,WR,BUF,28.35,3,21.64926865585379,329.0,,329.0,303.0,,
Tyler Lockett,WR,,28.3,1,,,,,,,
Trey Benson,RB,ARI,28.0,2,39.59797974644666,312.0,,312.0,301.0,39.2,162.2
Odell Beckham,WR,NYG,28.0,3,19.197721218936376,262.0,,262.0,428.0,,
Roman Wilson,WR,PIT,27.814999999999998,2,1.4354267658086897,,,,366.0,,
Josh Cuevas,TE,BAL,27.8,1,,697.1,697.1,697.1,,,
Will Shipley,RB,PHI,27.59,3,13.522020312561777,290.0,,290.0,325.0,,
Brenen Thompson,WR,LAC,27.45,3,12.205770493227101,305.0,,305.0,349.0,,
Nate Boerkircher,TE,JAX,27.4,3,10.773677799773544,,,,507.0,,
Derek Carr,QB,,27.18,1,,,,,,,
Darius Cooper,WR,PHI,27.0,2,28.708535316173826,,,,,,
Will Dissly,TE,,27.0,1,,556.0,556.0,556.0,,,
Jawhar Jordan,RB,HOU,27.0,3,17.774059750096487,252.0,,252.0,365.0,,
David Sills,WR,TB,26.9,1,,405.0,405.0,405.0,,,
Marquez Valdes-Scantling,WR,DAL,26.9,1,,629.8,629.8,629.8,,,
KeAndre Lambert-Smith,WR,LAC,26.630000000000003,2,12.544074298249352,,,,509.0,,
Dyami Brown,WR,WAS,26.3,3,20.911913669803948,280.0,,280.0,429.0,,
Tanner Hudson,TE,CIN,26.3,3,12.803796312031833,,,,510.0,,
Brashard Smith,RB,KC,26.224999999999998,4,23.666550762626986,226.3,226.3,226.3,294.0,52.6,141.2
Jalen Royals,WR,KC,26.13,2,10.988439379638947,,,,341.0,,
Jermaine Burton,WR,,26.0,1,,594.0,594.0,594.0,,,
Jahdae Walker,WR,CHI,25.9,3,23.563714336524566,280.0,,280.0,456.0,,
Brock Wright,TE,DET,25.8,2,2.1213203435596424,690.8,690.8,690.8,,,
Demond Claiborne,RB,MIN,25.700000000000003,4,11.430614958668379,171.8,242.0,171.8,259.0,39.5,176.7
Sam Roush,TE,CHI,25.685000000000002,2,11.052078989945738,,,,500.0,,
Jimmy Horn,WR,CAR,25.67,2,6.40638743755012,,,,480.0,,
Grant Calcaterra,TE,PHI,25.6,1,,685.8,685.8,685.8,,,
Jeremy Ruckert,TE,NYJ,25.590000000000003,2,23.037538931057718,,,,508.0,,
Tanner Koziol,TE,JAX,25.474999999999998,2,10.35911434438292,,,,470.0,,
Desmond Reid,RB,,25.3,1,,652.5,652.5,652.5,,,
Hunter Luepke,RB,DAL,24.96,1,,,,,433.0,,
Tez Johnson,WR,TB,24.7,3,9.022128352002092,389.0,,389.0,339.0,,
CJ Daniels,WR,LAR,24.455,2,20.994000333428595,,,,392.0,,
Kareem Hunt,RB,,24.2,1,,,,,,,
Lil'Jordan Humphrey,WR,DEN,24.0,1,,,,,,,
Justin Fields,QB,KC,23.39,2,16.023039661687168,,,,364.0,,
Deion Burks,WR,IND,23.3,1,,,,,,,
Oscar Delp,TE,NO,23.29,3,14.00563101041863,381.0,,381.0,323.0,,
Jam Miller,RB,NE,22.7,2,3.2526911934581197,,,,412.0,,
Will Howard,QB,PIT,22.5,1,,,,,,,
J.J. McCarthy,QB,MIN,22.47,3,17.683899456850575,224.2,224.2,224.2,337.0,,
Kendre Miller,RB,NO,22.41,3,23.491502719068443,174.0,224.8,174.0,291.0,41.9,178.0
Devin Singletary,RB,NYG,22.1,4,23.2845442300252,409.0,,409.0,299.0,49.9,168.1
Tahj Brooks,RB,CIN,21.32,2,4.355777772109133,,,,321.0,,
Austin Ekeler,RB,,21.200000000000003,2,16.829141392239833,,,,435.0,,
Roschon Johnson,RB,CHI,21.0,2,18.950461735799475,,,,398.0,,
Kevin Austin,WR,NO,19.85,2,18.87975105768082,351.0,,351.0,,,
Ashton Dulin,WR,IND,19.7,3,31.573591813412676,250.0,,250.0,402.0,,
Cedric Tillman,WR,,19.6,2,18.38477631085024,667.4,667.4,667.4,,,
Joe Flacco,QB,CIN,19.53,2,12.996622638208743,,,,386.0,,
Rasheen Ali,RB,BAL,19.35,2,27.365032431919392,,,,415.0,,
Tai Felton,WR,MIN,18.994999999999997,2,14.432049404017434,692.7,692.7,692.7,442.0,,
Gardner Minshew,QB,ARI,18.835,2,12.904698756654492,677.8,677.8,677.8,501.0,,
Mac Jones,QB,SF,18.63,2,11.440987719598338,,,,354.0,,
Ty Simpson,QB,LAR,18.495,2,6.894291116568839,241.8,241.8,241.8,370.0,,
Mitchell Evans,TE,CAR,18.424999999999997,2,3.8537319574666835,,,,425.0,,
Kaleb Johnson,RB,PIT,18.2,3,13.575621532732857,171.8,217.5,171.8,305.0,,
Brandon McManus,K,,18.0,2,25.45584412271571,680.6,680.6,680.6,403.0,,
Younghoe Koo,K,,18.0,1,,339.0,339.0,339.0,,,
Zane Gonzalez,K,,18.0,2,25.45584412271571,,,,374.0,,
Reggie Virgil,WR,ARI,17.085,2,12.749135264793452,,,,499.0,,
Jake Moody,K,,17.0,2,24.041630560342615,333.0,333.0,333.0,440.0,,
Xavier Smith,WR,LAR,16.98,2,10.069200564096437,551.0,551.0,551.0,475.0,,
Durham Smythe,TE,BAL,16.705000000000002,2,9.623723291948913,,,,505.0,,
Cade Klubnik,QB,NYJ,16.69,2,10.337901140947324,,,,417.0,,
Luke Farrell,TE,SF,16.6,2,9.19238815542512,491.0,491.0,491.0,,,
Michael Burton,RB,CLE,16.55,1,,,,,504.0,,
Alec Ingold,RB,LAC,16.4,1,,,,,446.0,,
Anthony Richardson,QB,IND,15.84,2,7.749890321804561,,,,385.0,,
Drew Allar,QB,PIT,15.69,2,8.95197184982169,699.6,699.6,699.6,483.0,,
Marcus Mariota,QB,WAS,15.565000000000001,2,3.457752160002219,,,,410.0,,
Barion Brown,WR,NO,15.4,3,28.56506957807035,,,,414.0,,
Tip Reiman,TE,ARI,15.4,1,,,,,,,
Mo Alie-Cox,TE,IND,15.4,1,,527.6,527.6,527.6,,,
Trevor Etienne,RB,CAR,14.79,3,12.87668565017153,288.0,,288.0,307.0,,
Connor Heyward,TE,LV,14.7,1,,682.0,682.0,682.0,,,
Davis Allen,TE,LAR,14.55,2,12.232947314527271,660.7,660.7,660.7,,,
Graham Gano,K,,14.0,1,,691.0,691.0,691.0,,,
Michael Badgley,K,,14.0,1,,667.0,667.0,667.0,,,
Matt Prater,K,,14.0,1,,687.8,687.8,687.8,,,
Jalen Milroe,QB,SEA,13.86,1,,,,,,,
Tim Patrick,WR,NYJ,13.7,1,,495.0,495.0,495.0,,,
Dameon Pierce,RB,PHI,13.200000000000001,2,12.586500705120548,,,,434.0,,
Will Levis,QB,TEN,12.7,1,,,,,,,
Spencer Rattler,QB,NO,12.68,1,,,,,,,
Tyler Huntley,QB,BAL,12.68,1,,,,,,,
Diego Pavia,QB,,12.52,1,,,,,,,
Trey Lance,QB,LAC,12.515,2,2.9769195487953644,,,,517.0,,
Raheem Mostert,RB,,12.5,1,,,,,,,
Carson Wentz,QB,MIN,12.44,1,,,,,,,
Riley Leonard,QB,IND,12.43,2,0.014142135623730649,,,,463.0,,
Tanner McKee,QB,PHI,12.42,1,,,,,,,
Clayton Tune,QB,,12.4,1,,,,,,,
Joshua Dobbs,QB,DET,12.4,1,,692.3,692.3,692.3,,,
Tommy DeVito,QB,NE,12.38,1,,,,,,,
Jimmy Garoppolo,QB,,12.32,1,,685.4,685.4,685.4,,,
Jameis Winston,QB,NYG,12.285,2,0.8131727983645286,,,,406.0,,
Jarrett Stidham,QB,DEN,12.22,1,,,,,,,
Davis Mills,QB,HOU,12.04,1,,,,,,,
Nick Mullens,QB,JAX,12.04,1,,660.0,660.0,660.0,,,
Kyle Allen,QB,BUF,12.0,1,,665.6,665.6,665.6,,,
Tyson Bagent,QB,CHI,11.99,2,0.7212489168102781,,,,506.0,,
Quinn Ewers,QB,MIA,11.985,2,0.5868986283848344,,,,477.0,,
Mitchell Trubisky,QB,TEN,11.94,1,,,,,,,
Tyrod Taylor,QB,GB,11.879999999999999,2,1.4424978336205576,658.2,658.2,658.2,488.0,,
Dillon Gabriel,QB,CLE,11.86,1,,,,,,,
Andy Dalton,QB,PHI,11.82,1,,,,,,,
Mason Rudolph,QB,PIT,11.68,1,,,,,,,
Teddy Bridgewater,QB,,11.58,1,,,,,,,
Josh Johnson,QB,CIN,11.34,1,,544.0,544.0,544.0,,,
Audric Estime,RB,NO,11.3,2,15.980613254815974,237.4,237.4,237.4,,,
Jake Browning,QB,TB,11.25,1,,,,,490.0,,
Jaydn Ott,RB,KC,11.2,1,,635.8,635.8,635.8,,,
Isaac Guerendo,RB,SF,10.525,2,6.116473657263636,,,,314.0,,
Joe Milton,QB,DAL,10.469999999999999,2,2.7294321753800745,,,,420.0,,
Adam Prentice,RB,DEN,10.46,1,,,,,472.0,,
Dont'e Thornton,WR,LV,10.36,2,8.004448763031718,,,,382.0,,
Bo Melton,WR,GB,9.8,1,,695.0,695.0,695.0,,,
Foster Moreau,TE,HOU,9.8,1,,638.3,638.3,638.3,,,
Mitch Tinsley,WR,CIN,9.74,1,,,,,458.0,,
Max Bredeson,RB,MIN,9.61,1,,,,,468.0,,
Riley Nowakowski,TE,PIT,9.6,1,,643.4,643.4,643.4,,,
Jarquez Hunter,RB,MIA,9.6,3,21.804892417375818,240.6,240.6,240.6,,38.1,174.0
Taysom Hill,TE,,9.5,1,,,,,,,
Jeremy McNichols,RB,WAS,9.4,1,,,,,,,
Noah Brown,WR,,9.3,1,,633.8,633.8,633.8,,,
Elijah Mitchell,RB,,9.3,1,,692.5,692.5,692.5,,,
Isaiah Hodgins,WR,NYG,9.2,1,,,,,,,
Dare Ogunbowale,RB,LV,9.2,1,,,,,,,
Cade York,K,,9.0,1,,350.0,350.0,350.0,,,
Tyler Conklin,TE,DET,8.91,3,25.255000164983834,676.4,676.4,676.4,511.0,,
Theo Wease,WR,MIA,8.9,1,,,,,,,
Cody White,WR,SEA,8.5,1,,664.0,664.0,664.0,,,
Dean Connors,RB,LAR,8.4,1,,666.2,666.2,666.2,,,
Michael Carter,RB,TEN,8.1,1,,686.5,686.5,686.5,,,
Payne Durham,TE,TB,8.1,1,,564.0,564.0,564.0,,,
Lucas Krull,TE,DEN,8.1,1,,,,,,,
Seydou Traore,TE,MIA,8.0,1,,668.6,668.6,668.6,,,
Charlie Woerner,TE,ATL,8.0,1,,641.5,641.5,641.5,,,
Quintin Morris,TE,JAX,8.0,1,,,,,,,
Reggie Gilliam,RB,NE,7.94,1,,,,,449.0,,
Jack Stoll,TE,,7.5,1,,621.3,621.3,621.3,,,
Jaleel McLaughlin,RB,DEN,7.5,1,,,,,,,
Dallin Holker,TE,,7.5,1,,,,,,,
Tucker Fisk,TE,,7.5,1,,,,,,,
Pierre Strong,RB,GB,7.5,1,,682.0,682.0,682.0,,,
Damien Martinez,RB,GB,7.5,1,,,,,,,
Patrick Ricard,RB,NYG,7.34,1,,,,,460.0,,
Jack Velling,TE,ATL,7.3,1,,664.6,664.6,664.6,,,
Dante Pettis,WR,BUF,7.3,1,,636.7,636.7,636.7,,,
Devin Culp,TE,TB,7.3,1,,389.0,389.0,389.0,,,
Arian Smith,WR,NYJ,7.1,1,,,,,,,
Ronnie Rivers,RB,LAR,7.1,1,,,,,,,
Xavier Weaver,WR,ARI,7.1,1,,647.0,647.0,647.0,,,
Van Jefferson,WR,WAS,6.8,1,,586.4,586.4,586.4,,,
Malachi Corley,WR,CLE,6.8,1,,242.0,242.0,242.0,,,
Phil Mafah,RB,DAL,6.7,3,5.8312377188152205,323.0,,323.0,393.0,,
Trebor Pena,WR,JAX,6.6,1,,662.5,662.5,662.5,,,
Dane Key,WR,DEN,6.6,1,,,,,,,
Chase Roberts,WR,LV,6.6,1,,350.0,350.0,350.0,,,
Noah Thomas,WR,CIN,6.6,1,,646.8,646.8,646.8,,,
Josh Reynolds,WR,,6.5,1,,,,,,,
Tyler Johnson,WR,DAL,6.5,1,,537.5,537.5,537.5,,,
Jalen Brooks,WR,ARI,6.5,1,,691.3,691.3,691.3,,,
Allen Lazard,WR,,6.4,1,,694.8,694.8,694.8,,,
Josh Whyle,TE,GB,6.2,1,,695.5,695.5,695.5,,,
Brevin Jordan,TE,HOU,6.1,1,,651.3,651.3,651.3,,,
Will Ferrin,K,,6.0,1,,442.2,442.2,442.2,,,
Lenny Krieg,K,,6.0,1,,677.5,677.5,677.5,,,
Eric Saubert,TE,SEA,5.7,1,,575.5,575.5,575.5,,,
Stone Smartt,TE,PHI,5.7,1,,,,,,,
Nate Adkins,TE,DEN,5.7,1,,627.5,627.5,627.5,,,
Julian Hill,TE,NE,5.6,1,,668.8,668.8,668.8,,,
Kalel Mullings,RB,TEN,5.6,1,,690.0,690.0,690.0,,,
Julius Chestnut,RB,TEN,5.6,1,,,,,,,
Drew Ogletree,TE,IND,5.4,1,,,,,,,
Curtis Samuel,WR,,5.3,1,,688.8,688.8,688.8,,,
Kenny McIntosh,RB,,5.2,1,,684.4,684.4,684.4,,,
Cam Akers,RB,,5.1,1,,653.3,653.3,653.3,,,
Zamir White,RB,NO,5.1,1,,631.7,631.7,631.7,,,
Dee Eskridge,WR,,4.9,1,,,,,,,
Tyler Goodson,RB,ATL,4.8,1,,683.8,683.8,683.8,,,
Ameer Abdullah,RB,JAX,4.8,1,,612.4,612.4,612.4,,,
Xavier Restrepo,WR,TEN,4.8,1,,675.0,675.0,675.0,,,
